Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SF,Lauri Markkanen (27180998),Lauri Markkanen,27180998,SF/F/UTIL,9100,MIL@UTA 03/24/2023 09:00PM ET,UTA,42.91
PF/C,Kristaps Porzingis (27181001),Kristaps Porzingis,27181001,PF/C/F/UTIL,9000,SAS@WAS 03/24/2023 07:00PM ET,WAS,42.6
PG,Ja Morant (27181005),Ja Morant,27181005,PG/G/UTIL,8900,HOU@MEM 03/24/2023 08:00PM ET,MEM,49.27
SG/SF,Zach LaVine (27181008),Zach LaVine,27181008,SG/SF/F/G/UTIL,8800,CHI@POR 03/24/2023 10:00PM ET,CHI,39.3
PG,Fred VanVleet (27181013),Fred VanVleet,27181013,PG/G/UTIL,8700,DET@TOR 03/24/2023 07:30PM ET,TOR,40.95
SF/PF,DeMar DeRozan (27181016),DeMar DeRozan,27181016,SF/PF/F/UTIL,8600,CHI@POR 03/24/2023 10:00PM ET,CHI,41.07
C,Nikola Vucevic (27181020),Nikola Vucevic,27181020,C/UTIL,8500,CHI@POR 03/24/2023 10:00PM ET,CHI,40.56
SG,Bradley Beal (27181022),Bradley Beal,27181022,SG/G/UTIL,8400,SAS@WAS 03/24/2023 07:00PM ET,WAS,38.76
PG,De'Aaron Fox (27181025),De'Aaron Fox,27181025,PG/G/UTIL,8300,PHX@SAC 03/24/2023 10:00PM ET,SAC,42.58
PF/C,Jaren Jackson Jr. (27181028),Jaren Jackson Jr.,27181028,PF/C/F/UTIL,8200,HOU@MEM 03/24/2023 08:00PM ET,MEM,35.92
PG,Kevin Porter Jr. (27181032),Kevin Porter Jr.,27181032,PG/G/UTIL,8100,HOU@MEM 03/24/2023 08:00PM ET,HOU,37.39
PG,Terry Rozier (27181035),Terry Rozier,27181035,PG/G/UTIL,8000,CHA@DAL 03/24/2023 08:30PM ET,CHA,37.31
SF,Keldon Johnson (27181038),Keldon Johnson,27181038,SF/F/UTIL,7900,SAS@WAS 03/24/2023 07:00PM ET,SAS,34.29
PG/SG,Josh Giddey (27181041),Josh Giddey,27181041,PG/SG/G/UTIL,7800,OKC@LAL 03/24/2023 10:30PM ET,OKC,37.16
SG,Desmond Bane (27181045),Desmond Bane,27181045,SG/G/UTIL,7700,HOU@MEM 03/24/2023 08:00PM ET,MEM,36.8
SF,Khris Middleton (27181048),Khris Middleton,27181048,SF/F/UTIL,7600,MIL@UTA 03/24/2023 09:00PM ET,MIL,29.3
PG,Chris Paul (27181051),Chris Paul,27181051,PG/G/UTIL,7500,PHX@SAC 03/24/2023 10:00PM ET,PHX,36.75
PG/SG,D'Angelo Russell (27181054),D'Angelo Russell,27181054,PG/SG/G/UTIL,7400,OKC@LAL 03/24/2023 10:30PM ET,LAL,34.34
PG/SG,Jalen Green (27181062),Jalen Green,27181062,PG/SG/G/UTIL,7300,HOU@MEM 03/24/2023 08:00PM ET,HOU,34.19
SF/PF,Kyle Kuzma (27181058),Kyle Kuzma,27181058,SF/PF/F/UTIL,7300,SAS@WAS 03/24/2023 07:00PM ET,WAS,38.02
C,Jakob Poeltl (27181066),Jakob Poeltl,27181066,C/UTIL,7200,DET@TOR 03/24/2023 07:30PM ET,TOR,32.67
PG,Jrue Holiday (27181068),Jrue Holiday,27181068,PG/G/UTIL,7200,MIL@UTA 03/24/2023 09:00PM ET,MIL,39.49
PG/SG,Talen Horton-Tucker (27181071),Talen Horton-Tucker,27181071,PG/SG/G/UTIL,7200,MIL@UTA 03/24/2023 09:00PM ET,UTA,19.88
PF/C,Marvin Bagley III (27181081),Marvin Bagley III,27181081,PF/C/F/UTIL,7100,DET@TOR 03/24/2023 07:30PM ET,DET,24.03
PG/SG,Jordan Clarkson (27181075),Jordan Clarkson,27181075,PG/SG/G/UTIL,7100,MIL@UTA 03/24/2023 09:00PM ET,UTA,33.84
C,Deandre Ayton (27181079),Deandre Ayton,27181079,C/UTIL,7100,PHX@SAC 03/24/2023 10:00PM ET,PHX,36.36
C,Alperen Sengun (27181085),Alperen Sengun,27181085,C/UTIL,7000,HOU@MEM 03/24/2023 08:00PM ET,HOU,34.6
C,Brook Lopez (27181087),Brook Lopez,27181087,C/UTIL,7000,MIL@UTA 03/24/2023 09:00PM ET,MIL,32.17
PG/SG,Tyrese Maxey (27181089),Tyrese Maxey,27181089,PG/SG/G/UTIL,7000,PHI@GSW 03/24/2023 10:00PM ET,PHI,31.23
PG/SG,Jaden Ivey (27181098),Jaden Ivey,27181098,PG/SG/G/UTIL,6900,DET@TOR 03/24/2023 07:30PM ET,DET,29.14
C,Christian Wood (27181096),Christian Wood,27181096,C/UTIL,6900,CHA@DAL 03/24/2023 08:30PM ET,DAL,32.81
PF,Jerami Grant (27181093),Jerami Grant,27181093,PF/F/UTIL,6900,CHI@POR 03/24/2023 10:00PM ET,POR,33.23
SG/SF,Kelly Oubre Jr. (27181106),Kelly Oubre Jr.,27181106,SG/SF/F/G/UTIL,6800,CHA@DAL 03/24/2023 08:30PM ET,CHA,32.86
PG/SG,Austin Reaves (27181102),Austin Reaves,27181102,PG/SG/G/UTIL,6800,OKC@LAL 03/24/2023 10:30PM ET,LAL,22.24
PF,Jalen Williams (27181111),Jalen Williams,27181111,PF/F/UTIL,6800,OKC@LAL 03/24/2023 10:30PM ET,OKC,27.58
PG,Killian Hayes (27181119),Killian Hayes,27181119,PG/G/UTIL,6700,DET@TOR 03/24/2023 07:30PM ET,DET,25.53
C,Walker Kessler (27181122),Walker Kessler,27181122,C/UTIL,6700,MIL@UTA 03/24/2023 09:00PM ET,UTA,25.67
SG/SF,Klay Thompson (27181114),Klay Thompson,27181114,SG/SF/F/G/UTIL,6700,PHI@GSW 03/24/2023 10:00PM ET,GSW,34.17
C,Myles Turner (27181124),Myles Turner,27181124,C/UTIL,6600,IND@BOS 03/24/2023 07:00PM ET,IND,35.63
C,Zach Collins (27181129),Zach Collins,27181129,C/UTIL,6600,SAS@WAS 03/24/2023 07:00PM ET,SAS,25.47
PF,Kelly Olynyk (27181126),Kelly Olynyk,27181126,PF/F/UTIL,6600,MIL@UTA 03/24/2023 09:00PM ET,UTA,27.19
SF/PF,Scottie Barnes (27181131),Scottie Barnes,27181131,SF/PF/F/UTIL,6500,DET@TOR 03/24/2023 07:30PM ET,TOR,34.52
SG,Devin Vassell (27181135),Devin Vassell,27181135,SG/G/UTIL,6500,SAS@WAS 03/24/2023 07:00PM ET,SAS,32.8
C,Jusuf Nurkic (27181138),Jusuf Nurkic,27181138,C/UTIL,6500,CHI@POR 03/24/2023 10:00PM ET,POR,32.1
SG/SF,OG Anunoby (27181143),OG Anunoby,27181143,SG/SF/F/G/UTIL,6400,DET@TOR 03/24/2023 07:30PM ET,TOR,31.2
PF,Jabari Smith Jr. (27181140),Jabari Smith Jr.,27181140,PF/F/UTIL,6400,HOU@MEM 03/24/2023 08:00PM ET,HOU,26.51
PG/SG,Anfernee Simons (27181148),Anfernee Simons,27181148,PG/SG/G/UTIL,6300,CHI@POR 03/24/2023 10:00PM ET,POR,32.92
C,James Wiseman (27181156),James Wiseman,27181156,C/UTIL,6200,DET@TOR 03/24/2023 07:30PM ET,DET,18.94
SF/PF,Tobias Harris (27181152),Tobias Harris,27181152,SF/PF/F/UTIL,6200,PHI@GSW 03/24/2023 10:00PM ET,PHI,29.5
PG/SG,Derrick White (27181160),Derrick White,27181160,PG/SG/G/UTIL,6100,IND@BOS 03/24/2023 07:00PM ET,BOS,26.06
C,Steven Adams (27181158),Steven Adams,27181158,C/UTIL,6100,HOU@MEM 03/24/2023 08:00PM ET,MEM,29.99
PG,Tyus Jones (27181168),Tyus Jones,27181168,PG/G/UTIL,6000,HOU@MEM 03/24/2023 08:00PM ET,MEM,23.64
PF/C,Draymond Green (27181164),Draymond Green,27181164,PF/C/F/UTIL,6000,PHI@GSW 03/24/2023 10:00PM ET,GSW,30.51
SG/SF,De'Anthony Melton (27181173),De'Anthony Melton,27181173,SG/SF/F/G/UTIL,6000,PHI@GSW 03/24/2023 10:00PM ET,PHI,24.61
C,Trendon Watford (27181171),Trendon Watford,27181171,C/UTIL,6000,CHI@POR 03/24/2023 10:00PM ET,POR,15.64
SF,Buddy Hield (27181190),Buddy Hield,27181190,SF/F/UTIL,5900,IND@BOS 03/24/2023 07:00PM ET,IND,31.34
SF/PF,Bojan Bogdanovic (27181178),Bojan Bogdanovic,27181178,SF/PF/F/UTIL,5900,DET@TOR 03/24/2023 07:30PM ET,DET,31.67
PF/C,PJ Washington (27181186),PJ Washington,27181186,PF/C/F/UTIL,5900,CHA@DAL 03/24/2023 08:30PM ET,CHA,29.02
SF/PF,Deni Avdija (27181182),Deni Avdija,27181182,SF/PF/F/UTIL,5900,SAS@WAS 03/24/2023 07:00PM ET,WAS,22.86
PG/SG,Andrew Nembhard (27181200),Andrew Nembhard,27181200,PG/SG/G/UTIL,5700,IND@BOS 03/24/2023 07:00PM ET,IND,20.4
SG/SF,Rodney McGruder (27181207),Rodney McGruder,27181207,SG/SF/F/G/UTIL,5700,DET@TOR 03/24/2023 07:30PM ET,DET,11.45
SF,Gordon Hayward (27181204),Gordon Hayward,27181204,SF/F/UTIL,5700,CHA@DAL 03/24/2023 08:30PM ET,CHA,27.56
PG,Tre Jones (27181197),Tre Jones,27181197,PG/G/UTIL,5700,SAS@WAS 03/24/2023 07:00PM ET,SAS,28.71
SF/PF,Andrew Wiggins (27181193),Andrew Wiggins,27181193,SF/PF/F/UTIL,5700,PHI@GSW 03/24/2023 10:00PM ET,GSW,31.46
PF/C,Al Horford (27181212),Al Horford,27181212,PF/C/F/UTIL,5600,IND@BOS 03/24/2023 07:00PM ET,BOS,25.8
PG/SG,Jaden Hardy (27181224),Jaden Hardy,27181224,PG/SG/G/UTIL,5600,CHA@DAL 03/24/2023 08:30PM ET,DAL,13.6
SF/PF,Tari Eason (27181216),Tari Eason,27181216,SF/PF/F/UTIL,5600,HOU@MEM 03/24/2023 08:00PM ET,HOU,21.38
PF/C,Bobby Portis (27181231),Bobby Portis,27181231,PF/C/F/UTIL,5600,MIL@UTA 03/24/2023 09:00PM ET,MIL,30.34
PG/SG,Jordan Poole (27181220),Jordan Poole,27181220,PG/SG/G/UTIL,5600,PHI@GSW 03/24/2023 10:00PM ET,GSW,32.22
SF,Luguentz Dort (27181228),Luguentz Dort,27181228,SF/F/UTIL,5600,OKC@LAL 03/24/2023 10:30PM ET,OKC,25.68
PG,Marcus Smart (27181238),Marcus Smart,27181238,PG/G/UTIL,5500,IND@BOS 03/24/2023 07:00PM ET,BOS,28.8
PG,T.J. McConnell (27181248),T.J. McConnell,27181248,PG/G/UTIL,5500,IND@BOS 03/24/2023 07:00PM ET,IND,21.53
C,Mark Williams (27181241),Mark Williams,27181241,C/UTIL,5500,CHA@DAL 03/24/2023 08:30PM ET,CHA,20.21
SG/SF,Tim Hardaway Jr. (27181243),Tim Hardaway Jr.,27181243,SG/SF/F/G/UTIL,5500,CHA@DAL 03/24/2023 08:30PM ET,DAL,23.86
SF/PF,KJ Martin (27181251),KJ Martin,27181251,SF/PF/F/UTIL,5500,HOU@MEM 03/24/2023 08:00PM ET,HOU,23.53
PG,Kris Dunn (27181235),Kris Dunn,27181235,PG/G/UTIL,5500,MIL@UTA 03/24/2023 09:00PM ET,UTA,28.81
C,Montrezl Harrell (27181255),Montrezl Harrell,27181255,C/UTIL,5500,PHI@GSW 03/24/2023 10:00PM ET,PHI,11
PG,Malcolm Brogdon (27181262),Malcolm Brogdon,27181262,PG/G/UTIL,5400,IND@BOS 03/24/2023 07:00PM ET,BOS,27.24
SG/SF,Kevin Huerter (27181257),Kevin Huerter,27181257,SG/SF/F/G/UTIL,5400,PHX@SAC 03/24/2023 10:00PM ET,SAC,26.8
PG/SG,Shaedon Sharpe (27181265),Shaedon Sharpe,27181265,PG/SG/G/UTIL,5400,CHI@POR 03/24/2023 10:00PM ET,POR,14.18
SG/SF,Bennedict Mathurin (27181269),Bennedict Mathurin,27181269,SG/SF/F/G/UTIL,5300,IND@BOS 03/24/2023 07:00PM ET,IND,24.93
PF,Keegan Murray (27181274),Keegan Murray,27181274,PF/F/UTIL,5300,PHX@SAC 03/24/2023 10:00PM ET,SAC,22.98
SG/SF,Gary Trent Jr. (27181283),Gary Trent Jr.,27181283,SG/SF/F/G/UTIL,5200,DET@TOR 03/24/2023 07:30PM ET,TOR,27.99
PG,Dennis Smith Jr. (27181291),Dennis Smith Jr.,27181291,PG/G/UTIL,5200,CHA@DAL 03/24/2023 08:30PM ET,CHA,22.83
PF,Jeremy Sochan (27181294),Jeremy Sochan,27181294,PF/F/UTIL,5200,SAS@WAS 03/24/2023 07:00PM ET,SAS,23.19
C,Kevon Looney (27181277),Kevon Looney,27181277,C/UTIL,5200,PHI@GSW 03/24/2023 10:00PM ET,GSW,24.83
PF/C,Jarred Vanderbilt (27181279),Jarred Vanderbilt,27181279,PF/C/F/UTIL,5200,OKC@LAL 03/24/2023 10:30PM ET,LAL,24.24
SF,Josh Okogie (27181288),Josh Okogie,27181288,SF/F/UTIL,5200,PHX@SAC 03/24/2023 10:00PM ET,PHX,15.88
C,Jalen Duren (27181308),Jalen Duren,27181308,C/UTIL,5100,DET@TOR 03/24/2023 07:30PM ET,DET,24.13
C,Nick Richards (27181306),Nick Richards,27181306,C/UTIL,5100,CHA@DAL 03/24/2023 08:30PM ET,CHA,18.72
SG/SF,Ochai Agbaji (27181297),Ochai Agbaji,27181297,SG/SF/F/G/UTIL,5100,MIL@UTA 03/24/2023 09:00PM ET,UTA,11.37
PF/C,Jonathan Kuminga (27181302),Jonathan Kuminga,27181302,PF/C/F/UTIL,5100,PHI@GSW 03/24/2023 10:00PM ET,GSW,18.57
PG/SG,Coby White (27181310),Coby White,27181310,PG/SG/G/UTIL,5100,CHI@POR 03/24/2023 10:00PM ET,CHI,17.89
SF/PF,Isaiah Livers (27181314),Isaiah Livers,27181314,SF/PF/F/UTIL,5000,DET@TOR 03/24/2023 07:30PM ET,DET,13.22
SF,Josh Green (27181318),Josh Green,27181318,SF/F/UTIL,5000,CHA@DAL 03/24/2023 08:30PM ET,DAL,17.66
SF,Dillon Brooks (27181331),Dillon Brooks,27181331,SF/F/UTIL,5000,HOU@MEM 03/24/2023 08:00PM ET,MEM,24.6
SF/PF,Keita Bates-Diop (27181324),Keita Bates-Diop,27181324,SF/PF/F/UTIL,5000,SAS@WAS 03/24/2023 07:00PM ET,SAS,17.14
SG,Malik Monk (27181321),Malik Monk,27181321,SG/G/UTIL,5000,PHX@SAC 03/24/2023 10:00PM ET,SAC,24.52
PG,Ayo Dosunmu (27181328),Ayo Dosunmu,27181328,PG/G/UTIL,5000,CHI@POR 03/24/2023 10:00PM ET,CHI,18.32
PF/C,Isaiah Stewart (27181334),Isaiah Stewart,27181334,PF/C/F/UTIL,4900,DET@TOR 03/24/2023 07:30PM ET,DET,26.06
PG,Monte Morris (27181343),Monte Morris,27181343,PG/G/UTIL,4900,SAS@WAS 03/24/2023 07:00PM ET,WAS,24.25
PG,Devonte' Graham (27181346),Devonte' Graham,27181346,PG/G/UTIL,4900,SAS@WAS 03/24/2023 07:00PM ET,SAS,15.53
SG/SF,Donte DiVincenzo (27181338),Donte DiVincenzo,27181338,SG/SF/F/G/UTIL,4900,PHI@GSW 03/24/2023 10:00PM ET,GSW,23.29
C,Bismack Biyombo (27181349),Bismack Biyombo,27181349,C/UTIL,4900,PHX@SAC 03/24/2023 10:00PM ET,PHX,12.84
PG/SG,Patrick Beverley (27181351),Patrick Beverley,27181351,PG/SG/G/UTIL,4900,CHI@POR 03/24/2023 10:00PM ET,CHI,18.35
PF,Aaron Nesmith (27181372),Aaron Nesmith,27181372,PF/F/UTIL,4800,IND@BOS 03/24/2023 07:00PM ET,IND,19.39
PG,Cory Joseph (27181369),Cory Joseph,27181369,PG/G/UTIL,4800,DET@TOR 03/24/2023 07:30PM ET,DET,14.81
SG/SF,Corey Kispert (27181362),Corey Kispert,27181362,SG/SF/F/G/UTIL,4800,SAS@WAS 03/24/2023 07:00PM ET,WAS,16.94
C,Sandro Mamukelashvili (27181367),Sandro Mamukelashvili,27181367,C/UTIL,4800,SAS@WAS 03/24/2023 07:00PM ET,SAS,11.35
PG,Collin Sexton (27181355),Collin Sexton,27181355,PG/G/UTIL,4800,MIL@UTA 03/24/2023 09:00PM ET,UTA,22.38
SF/PF,Harrison Barnes (27181358),Harrison Barnes,27181358,SF/PF/F/UTIL,4800,PHX@SAC 03/24/2023 10:00PM ET,SAC,25.05
C,Xavier Tillman (27181378),Xavier Tillman,27181378,C/UTIL,4700,HOU@MEM 03/24/2023 08:00PM ET,MEM,17.08
PG/SG,Malaki Branham (27181380),Malaki Branham,27181380,PG/SG/G/UTIL,4700,SAS@WAS 03/24/2023 07:00PM ET,SAS,16.74
C,Daniel Gafford (27181384),Daniel Gafford,27181384,C/UTIL,4700,SAS@WAS 03/24/2023 07:00PM ET,WAS,19.67
PG,Dennis Schroder (27181375),Dennis Schroder,27181375,PG/G/UTIL,4700,OKC@LAL 03/24/2023 10:30PM ET,LAL,24.21
C,Robert Williams (27181391),Robert Williams,27181391,C/UTIL,4600,IND@BOS 03/24/2023 07:00PM ET,BOS,24.43
SF/PF,Jordan Nwora (27181396),Jordan Nwora,27181396,SF/PF/F/UTIL,4600,IND@BOS 03/24/2023 07:00PM ET,IND,15.3
SG,Alec Burks (27181393),Alec Burks,27181393,SG/G/UTIL,4600,DET@TOR 03/24/2023 07:30PM ET,DET,22.22
SG/SF,Cam Reddish (27181386),Cam Reddish,27181386,SG/SF/F/G/UTIL,4600,CHI@POR 03/24/2023 10:00PM ET,POR,17.79
SF/PF,Patrick Williams (27181400),Patrick Williams,27181400,SF/PF/F/UTIL,4600,CHI@POR 03/24/2023 10:00PM ET,CHI,20.47
PF,Chris Boucher (27181415),Chris Boucher,27181415,PF/F/UTIL,4500,DET@TOR 03/24/2023 07:30PM ET,TOR,20.32
SG/SF,Romeo Langford (27181407),Romeo Langford,27181407,SG/SF/F/G/UTIL,4500,SAS@WAS 03/24/2023 07:00PM ET,SAS,14.13
PF,Torrey Craig (27181404),Torrey Craig,27181404,PF/F/UTIL,4500,PHX@SAC 03/24/2023 10:00PM ET,PHX,19.71
SF,Matisse Thybulle (27181412),Matisse Thybulle,27181412,SF/F/UTIL,4500,CHI@POR 03/24/2023 10:00PM ET,POR,10.82
SF,Hamidou Diallo (27181418),Hamidou Diallo,27181418,SF/F/UTIL,4400,DET@TOR 03/24/2023 07:30PM ET,DET,17
SF/PF,Simone Fontecchio (27181429),Simone Fontecchio,27181429,SF/PF/F/UTIL,4400,MIL@UTA 03/24/2023 09:00PM ET,UTA,9.21
SG,Malik Beasley (27181421),Malik Beasley,27181421,SG/G/UTIL,4400,OKC@LAL 03/24/2023 10:30PM ET,LAL,22.6
SG/SF,Isaiah Joe (27181424),Isaiah Joe,27181424,SG/SF/F/G/UTIL,4400,OKC@LAL 03/24/2023 10:30PM ET,OKC,16.14
PF/C,Eugene Omoruyi (27181449),Eugene Omoruyi,27181449,PF/C/F/UTIL,4300,DET@TOR 03/24/2023 07:30PM ET,DET,11.54
PF,Reggie Bullock (27181433),Reggie Bullock,27181433,PF/F/UTIL,4300,CHA@DAL 03/24/2023 08:30PM ET,DAL,16.64
PF/C,Santi Aldama (27181436),Santi Aldama,27181436,PF/C/F/UTIL,4300,HOU@MEM 03/24/2023 08:00PM ET,MEM,19.79
SG/SF,Joe Ingles (27181440),Joe Ingles,27181440,SG/SF/F/G/UTIL,4300,MIL@UTA 03/24/2023 09:00PM ET,MIL,17.99
PG/SG,Landry Shamet (27181445),Landry Shamet,27181445,PG/SG/G/UTIL,4300,PHX@SAC 03/24/2023 10:00PM ET,PHX,17.36
SG/SF,Chris Duarte (27181455),Chris Duarte,27181455,SG/SF/F/G/UTIL,4200,IND@BOS 03/24/2023 07:00PM ET,IND,14.97
C,Charles Bassey (27181453),Charles Bassey,27181453,C/UTIL,4200,SAS@WAS 03/24/2023 07:00PM ET,SAS,16.89
SF/PF,Grant Williams (27181460),Grant Williams,27181460,SF/PF/F/UTIL,4100,IND@BOS 03/24/2023 07:00PM ET,BOS,18.92
PF,Oshae Brissett (27181467),Oshae Brissett,27181467,PF/F/UTIL,4100,IND@BOS 03/24/2023 07:00PM ET,IND,12.68
PG/SG,R.J. Hampton (27181472),R.J. Hampton,27181472,PG/SG/G/UTIL,4100,DET@TOR 03/24/2023 07:30PM ET,DET,11.53
PG/SG,Will Barton (27181480),Will Barton,27181480,PG/SG/G/UTIL,4100,DET@TOR 03/24/2023 07:30PM ET,TOR,14.29
PG,Delon Wright (27181464),Delon Wright,27181464,PG/G/UTIL,4100,SAS@WAS 03/24/2023 07:00PM ET,WAS,20.74
PG/SG,Blake Wesley (27181476),Blake Wesley,27181476,PG/SG/G/UTIL,4100,SAS@WAS 03/24/2023 07:00PM ET,SAS,12.02
C,Paul Reed (27181470),Paul Reed,27181470,C/UTIL,4100,PHI@GSW 03/24/2023 10:00PM ET,PHI,10.9
SF/PF,Kessler Edwards (27181484),Kessler Edwards,27181484,SF/PF/F/UTIL,4100,PHX@SAC 03/24/2023 10:00PM ET,SAC,5.99
PF/C,Jalen Smith (27181499),Jalen Smith,27181499,PF/C/F/UTIL,4000,IND@BOS 03/24/2023 07:00PM ET,IND,20.04
SG,Grayson Allen (27181496),Grayson Allen,27181496,SG/G/UTIL,4000,MIL@UTA 03/24/2023 09:00PM ET,MIL,20.72
SG/SF,Pat Connaughton (27181503),Pat Connaughton,27181503,SG/SF/F/G/UTIL,4000,MIL@UTA 03/24/2023 09:00PM ET,MIL,18.27
PF/C,Wenyen Gabriel (27181488),Wenyen Gabriel,27181488,PF/C/F/UTIL,4000,OKC@LAL 03/24/2023 10:30PM ET,LAL,13.52
SF/PF,Troy Brown Jr. (27181492),Troy Brown Jr.,27181492,SF/PF/F/UTIL,4000,OKC@LAL 03/24/2023 10:30PM ET,LAL,16.56
SG/SF,Terence Davis (27181508),Terence Davis,27181508,SG/SF/F/G/UTIL,4000,PHX@SAC 03/24/2023 10:00PM ET,SAC,13.33
C,Isaiah Jackson (27181523),Isaiah Jackson,27181523,C/UTIL,3900,IND@BOS 03/24/2023 07:00PM ET,IND,16.77
SG/SF,Luke Kennard (27181513),Luke Kennard,27181513,SG/SF/F/G/UTIL,3900,HOU@MEM 03/24/2023 08:00PM ET,MEM,14.91
SG/SF,Jae'Sean Tate (27181518),Jae'Sean Tate,27181518,SG/SF/F/G/UTIL,3900,HOU@MEM 03/24/2023 08:00PM ET,HOU,19.21
SG,Julian Champagnie (27181525),Julian Champagnie,27181525,SG/G/UTIL,3900,SAS@WAS 03/24/2023 07:00PM ET,SAS,9.56
SF,Danuel House Jr. (27181532),Danuel House Jr.,27181532,SF/F/UTIL,3900,PHI@GSW 03/24/2023 10:00PM ET,PHI,8.47
PG/SG,Davion Mitchell (27181528),Davion Mitchell,27181528,PG/SG/G/UTIL,3900,PHX@SAC 03/24/2023 10:00PM ET,SAC,11.89
PF/C,Maxi Kleber (27181546),Maxi Kleber,27181546,PF/C/F/UTIL,3800,CHA@DAL 03/24/2023 08:30PM ET,DAL,15.35
PG/SG,Jordan Goodwin (27181550),Jordan Goodwin,27181550,PG/SG/G/UTIL,3800,SAS@WAS 03/24/2023 07:00PM ET,WAS,15.64
C,Gorgui Dieng (27181558),Gorgui Dieng,27181558,C/UTIL,3800,SAS@WAS 03/24/2023 07:00PM ET,SAS,9.92
SF/PF,Jae Crowder (27181539),Jae Crowder,27181539,SF/PF/F/UTIL,3800,MIL@UTA 03/24/2023 09:00PM ET,MIL,15.32
PG/SG,Shake Milton (27181554),Shake Milton,27181554,PG/SG/G/UTIL,3800,PHI@GSW 03/24/2023 10:00PM ET,PHI,16.52
PF/C,Trey Lyles (27181535),Trey Lyles,27181535,PF/C/F/UTIL,3800,PHX@SAC 03/24/2023 10:00PM ET,SAC,15.91
PG,Cameron Payne (27181543),Cameron Payne,27181543,PG/G/UTIL,3800,PHX@SAC 03/24/2023 10:00PM ET,PHX,22.62
SG/SF,Justin Holiday (27181562),Justin Holiday,27181562,SG/SF/F/G/UTIL,3700,CHA@DAL 03/24/2023 08:30PM ET,DAL,9.31
PF/C,Dominick Barlow (27181574),Dominick Barlow,27181574,PF/C/F/UTIL,3700,SAS@WAS 03/24/2023 07:00PM ET,SAS,8.46
SF/PF,Anthony Lamb (27181567),Anthony Lamb,27181567,SF/PF/F/UTIL,3700,PHI@GSW 03/24/2023 10:00PM ET,GSW,15.84
PF,P.J. Tucker (27181571),P.J. Tucker,27181571,PF/F/UTIL,3700,PHI@GSW 03/24/2023 10:00PM ET,PHI,11.31
C,Jock Landale (27181560),Jock Landale,27181560,C/UTIL,3700,PHX@SAC 03/24/2023 10:00PM ET,PHX,13.98
SF/PF,Nassir Little (27181578),Nassir Little,27181578,SF/PF/F/UTIL,3700,CHI@POR 03/24/2023 10:00PM ET,POR,12.55
SF,Doug McDermott (27181592),Doug McDermott,27181592,SF/F/UTIL,3600,SAS@WAS 03/24/2023 07:00PM ET,SAS,15.98
