Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PF,Georges Niang (27181595),Georges Niang,27181595,PF/F/UTIL,3600,PHI@GSW 03/24/2023 10:00PM ET,PHI,14.55
C,Jaylin Williams (27181582),Jaylin Williams,27181582,C/UTIL,3600,OKC@LAL 03/24/2023 10:30PM ET,OKC,15.53
PF/C,Derrick Jones Jr. (27181584),Derrick Jones Jr.,27181584,PF/C/F/UTIL,3600,CHI@POR 03/24/2023 10:00PM ET,CHI,10.74
SF/PF,Kevin Knox II (27181588),Kevin Knox II,27181588,SF/PF/F/UTIL,3600,CHI@POR 03/24/2023 10:00PM ET,POR,9.71
C,Dwight Powell (27181613),Dwight Powell,27181613,C/UTIL,3500,CHA@DAL 03/24/2023 08:30PM ET,DAL,15.41
SF/PF,David Roddy (27181598),David Roddy,27181598,SF/PF/F/UTIL,3500,HOU@MEM 03/24/2023 08:00PM ET,MEM,12.47
C,Udoka Azubuike (27181606),Udoka Azubuike,27181606,C/UTIL,3500,MIL@UTA 03/24/2023 09:00PM ET,UTA,6.59
PF/C,Rui Hachimura (27181602),Rui Hachimura,27181602,PF/C/F/UTIL,3500,OKC@LAL 03/24/2023 10:30PM ET,LAL,19.64
SF,Aaron Wiggins (27181608),Aaron Wiggins,27181608,SF/F/UTIL,3500,OKC@LAL 03/24/2023 10:30PM ET,OKC,13.61
SF/PF,T.J. Warren (27181618),T.J. Warren,27181618,SF/PF/F/UTIL,3500,PHX@SAC 03/24/2023 10:00PM ET,PHX,13.47
C,Andre Drummond (27181611),Andre Drummond,27181611,C/UTIL,3500,CHI@POR 03/24/2023 10:00PM ET,CHI,16.7
PG,Ryan Arcidiacono (27181615),Ryan Arcidiacono,27181615,PG/G/UTIL,3500,CHI@POR 03/24/2023 10:00PM ET,POR,3.37
PG,Malachi Flynn (27181635),Malachi Flynn,27181635,PG/G/UTIL,3400,DET@TOR 03/24/2023 07:30PM ET,TOR,9.71
SG,Johnny Davis (27181638),Johnny Davis,27181638,SG/G/UTIL,3400,SAS@WAS 03/24/2023 07:00PM ET,WAS,4.29
PF,Rudy Gay (27181622),Rudy Gay,27181622,PF/F/UTIL,3400,MIL@UTA 03/24/2023 09:00PM ET,UTA,11.68
PG/SG,Tre Mann (27181629),Tre Mann,27181629,PG/SG/G/UTIL,3400,OKC@LAL 03/24/2023 10:30PM ET,OKC,14.98
PF/C,Ish Wainright (27181625),Ish Wainright,27181625,PF/C/F/UTIL,3400,PHX@SAC 03/24/2023 10:00PM ET,PHX,10.81
C,Drew Eubanks (27181633),Drew Eubanks,27181633,C/UTIL,3400,CHI@POR 03/24/2023 10:00PM ET,POR,17
PG/SG,George Hill (27181641),George Hill,27181641,PG/SG/G/UTIL,3300,IND@BOS 03/24/2023 07:00PM ET,IND,12.37
C,Mike Muscala (27181645),Mike Muscala,27181645,C/UTIL,3300,IND@BOS 03/24/2023 07:00PM ET,BOS,12.92
PF/C,Kai Jones (27181655),Kai Jones,27181655,PF/C/F/UTIL,3300,CHA@DAL 03/24/2023 08:30PM ET,CHA,7.74
SG/SF,Josh Christopher (27181662),Josh Christopher,27181662,SG/SF/F/G/UTIL,3300,HOU@MEM 03/24/2023 08:00PM ET,HOU,9.35
PG,Jevon Carter (27181647),Jevon Carter,27181647,PG/G/UTIL,3300,MIL@UTA 03/24/2023 09:00PM ET,MIL,17.53
PG,Ty Jerome (27181659),Ty Jerome,27181659,PG/G/UTIL,3300,PHI@GSW 03/24/2023 10:00PM ET,GSW,15.17
C,Olivier Sarr (27181667),Olivier Sarr,27181667,C/UTIL,3300,OKC@LAL 03/24/2023 10:30PM ET,OKC,9.38
SG/SF,Terrence Ross (27181650),Terrence Ross,27181650,SG/SF/F/G/UTIL,3300,PHX@SAC 03/24/2023 10:00PM ET,PHX,14.77
PG/SG,Alex Caruso (27181669),Alex Caruso,27181669,PG/SG/G/UTIL,3300,CHI@POR 03/24/2023 10:00PM ET,CHI,18.15
PF/C,Luke Kornet (27181675),Luke Kornet,27181675,PF/C/F/UTIL,3200,IND@BOS 03/24/2023 07:00PM ET,BOS,10.06
PF,JT Thor (27181684),JT Thor,27181684,PF/F/UTIL,3200,CHA@DAL 03/24/2023 08:30PM ET,CHA,6.97
SG/SF,John Konchar (27181679),John Konchar,27181679,SG/SF/F/G/UTIL,3200,HOU@MEM 03/24/2023 08:00PM ET,MEM,15.44
C,Usman Garuba (27181687),Usman Garuba,27181687,C/UTIL,3200,HOU@MEM 03/24/2023 08:00PM ET,HOU,11.78
SG/SF,Wesley Matthews (27181693),Wesley Matthews,27181693,SG/SF/F/G/UTIL,3200,MIL@UTA 03/24/2023 09:00PM ET,MIL,8.4
C,JaMychal Green (27181673),JaMychal Green,27181673,C/UTIL,3200,PHI@GSW 03/24/2023 10:00PM ET,GSW,14.08
PF/C,Dario Saric (27181689),Dario Saric,27181689,PF/C/F/UTIL,3200,OKC@LAL 03/24/2023 10:30PM ET,OKC,13.86
SF,Buddy Boeheim (27181716),Buddy Boeheim,27181716,SF/F/UTIL,3100,DET@TOR 03/24/2023 07:30PM ET,DET,4.21
SG,Bryce McGowens (27181713),Bryce McGowens,27181713,SG/G/UTIL,3100,CHA@DAL 03/24/2023 08:30PM ET,CHA,7.57
PG,McKinley Wright IV (27181722),McKinley Wright IV,27181722,PG/G/UTIL,3100,CHA@DAL 03/24/2023 08:30PM ET,DAL,9.48
SG,Daishen Nix (27181719),Daishen Nix,27181719,SG/G/UTIL,3100,HOU@MEM 03/24/2023 08:00PM ET,HOU,11.29
PF,Juan Toscano-Anderson (27181698),Juan Toscano-Anderson,27181698,PF/F/UTIL,3100,MIL@UTA 03/24/2023 09:00PM ET,UTA,7.45
SF,Marjon Beauchamp (27181704),Marjon Beauchamp,27181704,SF/F/UTIL,3100,MIL@UTA 03/24/2023 09:00PM ET,MIL,9.94
SG,Moses Moody (27181701),Moses Moody,27181701,SG/G/UTIL,3100,PHI@GSW 03/24/2023 10:00PM ET,GSW,8.62
SG,Furkan Korkmaz (27181707),Furkan Korkmaz,27181707,SG/G/UTIL,3100,PHI@GSW 03/24/2023 10:00PM ET,PHI,6.18
SG/SF,Lindy Waters III (27181725),Lindy Waters III,27181725,SG/SF/F/G/UTIL,3100,OKC@LAL 03/24/2023 10:30PM ET,OKC,10.01
PG,Saben Lee (27181710),Saben Lee,27181710,PG/G/UTIL,3100,PHX@SAC 03/24/2023 10:00PM ET,PHX,12.26
C,Blake Griffin (27181865),Blake Griffin,27181865,C/UTIL,3000,IND@BOS 03/24/2023 07:00PM ET,BOS,12.16
SG/SF,Sam Hauser (27181867),Sam Hauser,27181867,SG/SF/F/G/UTIL,3000,IND@BOS 03/24/2023 07:00PM ET,BOS,12.11
PG,JD Davison (27181872),JD Davison,27181872,PG/G/UTIL,3000,IND@BOS 03/24/2023 07:00PM ET,BOS,2.53
PF,Mfiondu Kabengele (27181875),Mfiondu Kabengele,27181875,PF/F/UTIL,3000,IND@BOS 03/24/2023 07:00PM ET,BOS,3.88
SF,Danilo Gallinari (27181878),Danilo Gallinari,27181878,SF/F/UTIL,3000,IND@BOS 03/24/2023 07:00PM ET,BOS,0
PG/SG,Payton Pritchard (27181881),Payton Pritchard,27181881,PG/SG/G/UTIL,3000,IND@BOS 03/24/2023 07:00PM ET,BOS,8.98
PF/C,James Johnson (27182021),James Johnson,27182021,PF/C/F/UTIL,3000,IND@BOS 03/24/2023 07:00PM ET,IND,6.8
C,Daniel Theis (27182025),Daniel Theis,27182025,C/UTIL,3000,IND@BOS 03/24/2023 07:00PM ET,IND,15.07
PG,Trevelin Queen (27182027),Trevelin Queen,27182027,PG/G/UTIL,3000,IND@BOS 03/24/2023 07:00PM ET,IND,8.96
SF,Kendall Brown (27182030),Kendall Brown,27182030,SF/F/UTIL,3000,IND@BOS 03/24/2023 07:00PM ET,IND,4.67
PF,Thaddeus Young (27181839),Thaddeus Young,27181839,PF/F/UTIL,3000,DET@TOR 03/24/2023 07:30PM ET,TOR,12.22
C,Christian Koloko (27181842),Christian Koloko,27181842,C/UTIL,3000,DET@TOR 03/24/2023 07:30PM ET,TOR,10.12
PF,Ron Harper Jr. (27181844),Ron Harper Jr.,27181844,PF/F/UTIL,3000,DET@TOR 03/24/2023 07:30PM ET,TOR,3.38
PF,Otto Porter Jr. (27181847),Otto Porter Jr.,27181847,PF/F/UTIL,3000,DET@TOR 03/24/2023 07:30PM ET,TOR,12.84
C,Precious Achiuwa (27181850),Precious Achiuwa,27181850,C/UTIL,3000,DET@TOR 03/24/2023 07:30PM ET,TOR,20.15
PG/SG,Jeff Dowtin (27181852),Jeff Dowtin,27181852,PG/SG/G/UTIL,3000,DET@TOR 03/24/2023 07:30PM ET,TOR,5.36
PG/SF,Joe Wieskamp (27181856),Joe Wieskamp,27181856,PG/SF/F/G/UTIL,3000,DET@TOR 03/24/2023 07:30PM ET,TOR,2.8
PG/SG,Dalano Banton (27181861),Dalano Banton,27181861,PG/SG/G/UTIL,3000,DET@TOR 03/24/2023 07:30PM ET,TOR,9.52
SF/PF,Jared Rhoden (27182014),Jared Rhoden,27182014,SF/PF/F/UTIL,3000,DET@TOR 03/24/2023 07:30PM ET,DET,5.71
PG,Cade Cunningham (27182018),Cade Cunningham,27182018,PG/G/UTIL,3000,DET@TOR 03/24/2023 07:30PM ET,DET,38.92
PG/SG,Frank Ntilikina (27181820),Frank Ntilikina,27181820,PG/SG/G/UTIL,3000,CHA@DAL 03/24/2023 08:30PM ET,DAL,6.19
SF,Theo Pinson (27181824),Theo Pinson,27181824,SF/F/UTIL,3000,CHA@DAL 03/24/2023 08:30PM ET,DAL,4.68
PF,Davis Bertans (27181827),Davis Bertans,27181827,PF/F/UTIL,3000,CHA@DAL 03/24/2023 08:30PM ET,DAL,7.35
C,JaVale McGee (27181830),JaVale McGee,27181830,C/UTIL,3000,CHA@DAL 03/24/2023 08:30PM ET,DAL,8.6
SG,AJ Lawson (27181832),AJ Lawson,27181832,SG/G/UTIL,3000,CHA@DAL 03/24/2023 08:30PM ET,DAL,4.08
PF/C,Markieff Morris (27181835),Markieff Morris,27181835,PF/C/F/UTIL,3000,CHA@DAL 03/24/2023 08:30PM ET,DAL,7.95
SG/SF,Svi Mykhailiuk (27181995),Svi Mykhailiuk,27181995,SG/SF/F/G/UTIL,3000,CHA@DAL 03/24/2023 08:30PM ET,CHA,5.14
PG,Theo Maledon (27182000),Theo Maledon,27182000,PG/G/UTIL,3000,CHA@DAL 03/24/2023 08:30PM ET,CHA,13.76
PG,James Bouknight (27182003),James Bouknight,27182003,PG/G/UTIL,3000,CHA@DAL 03/24/2023 08:30PM ET,CHA,9.59
PG,LaMelo Ball (27182006),LaMelo Ball,27182006,PG/G/UTIL,3000,CHA@DAL 03/24/2023 08:30PM ET,CHA,48.3
SG/SF,Cody Martin (27182009),Cody Martin,27182009,SG/SF/F/G/UTIL,3000,CHA@DAL 03/24/2023 08:30PM ET,CHA,13.14
PF/C,Kenneth Lofton Jr. (27181885),Kenneth Lofton Jr.,27181885,PF/C/F/UTIL,3000,HOU@MEM 03/24/2023 08:00PM ET,MEM,6.1
PG,Kennedy Chandler (27181889),Kennedy Chandler,27181889,PG/G/UTIL,3000,HOU@MEM 03/24/2023 08:00PM ET,MEM,6.69
SF/PF,Jake LaRavia (27181892),Jake LaRavia,27181892,SF/PF/F/UTIL,3000,HOU@MEM 03/24/2023 08:00PM ET,MEM,7.26
C,Brandon Clarke (27181896),Brandon Clarke,27181896,C/UTIL,3000,HOU@MEM 03/24/2023 08:00PM ET,MEM,21.03
SG/SF,Ziaire Williams (27181898),Ziaire Williams,27181898,SG/SF/F/G/UTIL,3000,HOU@MEM 03/24/2023 08:00PM ET,MEM,9.72
SG,Vince Williams Jr. (27181903),Vince Williams Jr.,27181903,SG/G/UTIL,3000,HOU@MEM 03/24/2023 08:00PM ET,MEM,3.07
C,Boban Marjanovic (27182033),Boban Marjanovic,27182033,C/UTIL,3000,HOU@MEM 03/24/2023 08:00PM ET,HOU,5.84
PF/C,Frank Kaminsky III (27182035),Frank Kaminsky III,27182035,PF/C/F/UTIL,3000,HOU@MEM 03/24/2023 08:00PM ET,HOU,6.18
PF,Darius Days (27182039),Darius Days,27182039,PF/F/UTIL,3000,HOU@MEM 03/24/2023 08:00PM ET,HOU,6.88
PG,Trevor Hudgins (27182042),Trevor Hudgins,27182042,PG/G/UTIL,3000,HOU@MEM 03/24/2023 08:00PM ET,HOU,2.8
PG,TyTy Washington Jr. (27182045),TyTy Washington Jr.,27182045,PG/G/UTIL,3000,HOU@MEM 03/24/2023 08:00PM ET,HOU,9.72
PG,Kendrick Nunn (27181906),Kendrick Nunn,27181906,PG/G/UTIL,3000,SAS@WAS 03/24/2023 07:00PM ET,WAS,10.84
SF/PF,Anthony Gill (27181909),Anthony Gill,27181909,SF/PF/F/UTIL,3000,SAS@WAS 03/24/2023 07:00PM ET,WAS,6.36
PG,Quenton Jackson (27181913),Quenton Jackson,27181913,PG/G/UTIL,3000,SAS@WAS 03/24/2023 07:00PM ET,WAS,3.06
PF/C,Isaiah Todd (27181916),Isaiah Todd,27181916,PF/C/F/UTIL,3000,SAS@WAS 03/24/2023 07:00PM ET,WAS,0.5
C,Taj Gibson (27181920),Taj Gibson,27181920,C/UTIL,3000,SAS@WAS 03/24/2023 07:00PM ET,WAS,7.83
SF/PF,Xavier Cooks (27181922),Xavier Cooks,27181922,SF/PF/F/UTIL,3000,SAS@WAS 03/24/2023 07:00PM ET,WAS,1.62
C,Jay Huff (27181926),Jay Huff,27181926,C/UTIL,3000,SAS@WAS 03/24/2023 07:00PM ET,WAS,4.17
C,Khem Birch (27182048),Khem Birch,27182048,C/UTIL,3000,SAS@WAS 03/24/2023 07:00PM ET,SAS,5.06
PG,AJ Green (27181739),AJ Green,27181739,PG/G/UTIL,3000,MIL@UTA 03/24/2023 09:00PM ET,MIL,7.56
PF,Thanasis Antetokounmpo (27181742),Thanasis Antetokounmpo,27181742,PF/F/UTIL,3000,MIL@UTA 03/24/2023 09:00PM ET,MIL,2.25
C,Damian Jones (27181766),Damian Jones,27181766,C/UTIL,3000,MIL@UTA 03/24/2023 09:00PM ET,UTA,7.75
PF,Jarrell Brantley (27181768),Jarrell Brantley,27181768,PF/F/UTIL,3000,MIL@UTA 03/24/2023 09:00PM ET,UTA,0
SG,Johnny Juzang (27181771),Johnny Juzang,27181771,SG/G/UTIL,3000,MIL@UTA 03/24/2023 09:00PM ET,UTA,7.1
C,Micah Potter (27181774),Micah Potter,27181774,C/UTIL,3000,MIL@UTA 03/24/2023 09:00PM ET,UTA,3.58
PG,Lindell Wigginton (27181942),Lindell Wigginton,27181942,PG/G/UTIL,3000,MIL@UTA 03/24/2023 09:00PM ET,MIL,1.17
C,Meyers Leonard (27181945),Meyers Leonard,27181945,C/UTIL,3000,MIL@UTA 03/24/2023 09:00PM ET,MIL,7.29
PG,Goran Dragic (27181947),Goran Dragic,27181947,PG/G/UTIL,3000,MIL@UTA 03/24/2023 09:00PM ET,MIL,12.65
PG,Lester Quinones (27181776),Lester Quinones,27181776,PG/G/UTIL,3000,PHI@GSW 03/24/2023 10:00PM ET,GSW,0
PF,Patrick Baldwin Jr. (27181779),Patrick Baldwin Jr.,27181779,PF/F/UTIL,3000,PHI@GSW 03/24/2023 10:00PM ET,GSW,7.65
PF,Andre Iguodala (27181782),Andre Iguodala,27181782,PF/F/UTIL,3000,PHI@GSW 03/24/2023 10:00PM ET,GSW,9.59
PG,Gary Payton II (27181785),Gary Payton II,27181785,PG/G/UTIL,3000,PHI@GSW 03/24/2023 10:00PM ET,GSW,11.68
PG,Ryan Rollins (27181788),Ryan Rollins,27181788,PG/G/UTIL,3000,PHI@GSW 03/24/2023 10:00PM ET,GSW,3.71
PF,Louis King (27181950),Louis King,27181950,PF/F/UTIL,3000,PHI@GSW 03/24/2023 10:00PM ET,PHI,0
PG,Mac McClung (27181953),Mac McClung,27181953,PG/G/UTIL,3000,PHI@GSW 03/24/2023 10:00PM ET,PHI,0
C,Dewayne Dedmon (27181956),Dewayne Dedmon,27181956,C/UTIL,3000,PHI@GSW 03/24/2023 10:00PM ET,PHI,11.66
SG,Jaden Springer (27181958),Jaden Springer,27181958,SG/G/UTIL,3000,PHI@GSW 03/24/2023 10:00PM ET,PHI,4.82
SF/PF,Jalen McDaniels (27181961),Jalen McDaniels,27181961,SF/PF/F/UTIL,3000,PHI@GSW 03/24/2023 10:00PM ET,PHI,20.5
C,Aleksej Pokusevski (27181730),Aleksej Pokusevski,27181730,C/UTIL,3000,OKC@LAL 03/24/2023 10:30PM ET,OKC,22.17
SG/SF,Lonnie Walker IV (27181745),Lonnie Walker IV,27181745,SG/SF/F/G/UTIL,3000,OKC@LAL 03/24/2023 10:30PM ET,LAL,18.68
SG,Max Christie (27181750),Max Christie,27181750,SG/G/UTIL,3000,OKC@LAL 03/24/2023 10:30PM ET,LAL,7.57
PF,Cole Swider (27181753),Cole Swider,27181753,PF/F/UTIL,3000,OKC@LAL 03/24/2023 10:30PM ET,LAL,4.21
SG/SF,Davon Reed (27181756),Davon Reed,27181756,SG/SF/F/G/UTIL,3000,OKC@LAL 03/24/2023 10:30PM ET,LAL,5.64
PG,Scotty Pippen Jr. (27181761),Scotty Pippen Jr.,27181761,PG/G/UTIL,3000,OKC@LAL 03/24/2023 10:30PM ET,LAL,4.58
C,Mo Bamba (27181764),Mo Bamba,27181764,C/UTIL,3000,OKC@LAL 03/24/2023 10:30PM ET,LAL,16.77
PG,Jared Butler (27181928),Jared Butler,27181928,PG/G/UTIL,3000,OKC@LAL 03/24/2023 10:30PM ET,OKC,8.88
PF,Ousmane Dieng (27181931),Ousmane Dieng,27181931,PF/F/UTIL,3000,OKC@LAL 03/24/2023 10:30PM ET,OKC,11.78
PF/C,Jeremiah Robinson-Earl (27181934),Jeremiah Robinson-Earl,27181934,PF/C/F/UTIL,3000,OKC@LAL 03/24/2023 10:30PM ET,OKC,16.1
C,Kenrich Williams (27181938),Kenrich Williams,27181938,C/UTIL,3000,OKC@LAL 03/24/2023 10:30PM ET,OKC,19.55
C,Chet Holmgren (27181940),Chet Holmgren,27181940,C/UTIL,3000,OKC@LAL 03/24/2023 10:30PM ET,OKC,0
SG/SF,PJ Dozier (27181732),PJ Dozier,27181732,SG/SF/F/G/UTIL,3000,PHX@SAC 03/24/2023 10:00PM ET,SAC,2.2
C,Chimezie Metu (27181737),Chimezie Metu,27181737,C/UTIL,3000,PHX@SAC 03/24/2023 10:00PM ET,SAC,10.91
PG,Matthew Dellavedova (27181807),Matthew Dellavedova,27181807,PG/G/UTIL,3000,PHX@SAC 03/24/2023 10:00PM ET,SAC,4.12
C,Alex Len (27181810),Alex Len,27181810,C/UTIL,3000,PHX@SAC 03/24/2023 10:00PM ET,SAC,2.15
PG/SG,Keon Ellis (27181812),Keon Ellis,27181812,PG/SG/G/UTIL,3000,PHX@SAC 03/24/2023 10:00PM ET,SAC,3.73
C,Neemias Queta (27181816),Neemias Queta,27181816,C/UTIL,3000,PHX@SAC 03/24/2023 10:00PM ET,SAC,6.56
C,Richaun Holmes (27181818),Richaun Holmes,27181818,C/UTIL,3000,PHX@SAC 03/24/2023 10:00PM ET,SAC,6.65
SG,Damion Lee (27181988),Damion Lee,27181988,SG/G/UTIL,3000,PHX@SAC 03/24/2023 10:00PM ET,PHX,15.56
PF/C,Darius Bazley (27181991),Darius Bazley,27181991,PF/C/F/UTIL,3000,PHX@SAC 03/24/2023 10:00PM ET,PHX,12.95
PF/C,Jabari Walker (27181791),Jabari Walker,27181791,PF/C/F/UTIL,3000,CHI@POR 03/24/2023 10:00PM ET,POR,6.39
C,John Butler (27181795),John Butler,27181795,C/UTIL,3000,CHI@POR 03/24/2023 10:00PM ET,POR,1.4
SG/SF,Keon Johnson (27181797),Keon Johnson,27181797,SG/SF/F/G/UTIL,3000,CHI@POR 03/24/2023 10:00PM ET,POR,7.82
C,Ibou Badji (27181802),Ibou Badji,27181802,C/UTIL,3000,CHI@POR 03/24/2023 10:00PM ET,POR,0
SF,Justise Winslow (27181804),Justise Winslow,27181804,SF/F/UTIL,3000,CHI@POR 03/24/2023 10:00PM ET,POR,20.46
PG,Carlik Jones (27181965),Carlik Jones,27181965,PG/G/UTIL,3000,CHI@POR 03/24/2023 10:00PM ET,CHI,4.62
PF/C,Terry Taylor (27181968),Terry Taylor,27181968,PF/C/F/UTIL,3000,CHI@POR 03/24/2023 10:00PM ET,CHI,5.37
SF,Dalen Terry (27181972),Dalen Terry,27181972,SF/F/UTIL,3000,CHI@POR 03/24/2023 10:00PM ET,CHI,4.02
PF/C,Marko Simonovic (27181975),Marko Simonovic,27181975,PF/C/F/UTIL,3000,CHI@POR 03/24/2023 10:00PM ET,CHI,0
PF,Javonte Green (27181979),Javonte Green,27181979,PF/F/UTIL,3000,CHI@POR 03/24/2023 10:00PM ET,CHI,12.93
PG,Lonzo Ball (27181982),Lonzo Ball,27181982,PG/G/UTIL,3000,CHI@POR 03/24/2023 10:00PM ET,CHI,0
PF,Justin Lewis (27181985),Justin Lewis,27181985,PF/F/UTIL,3000,CHI@POR 03/24/2023 10:00PM ET,CHI,0
