Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Nikola Vucevic (27114399),Nikola Vucevic,27114399,C/UTIL,8000,MIA@CHI 03/18/2023 08:00PM ET,CHI,40.89
C,Bam Adebayo (27114401),Bam Adebayo,27114401,C/UTIL,7900,MIA@CHI 03/18/2023 08:00PM ET,MIA,41.07
SG,Desmond Bane (27114407),Desmond Bane,27114407,SG/G/UTIL,7800,GSW@MEM 03/18/2023 08:00PM ET,MEM,37.01
C,Myles Turner (27114410),Myles Turner,27114410,C/UTIL,7800,PHI@IND 03/18/2023 07:00PM ET,IND,35.82
PG/SG,Jordan Clarkson (27114403),Jordan Clarkson,27114403,PG/SG/G/UTIL,7800,BOS@UTA 03/18/2023 09:00PM ET,UTA,33.84
PF/C,Jaren Jackson Jr. (27114412),Jaren Jackson Jr.,27114412,PF/C/F/UTIL,7700,GSW@MEM 03/18/2023 08:00PM ET,MEM,35.12
SF/PF,Kyle Kuzma (27114416),Kyle Kuzma,27114416,SF/PF/F/UTIL,7600,SAC@WAS 03/18/2023 08:00PM ET,WAS,37.82
SG/SF,Klay Thompson (27114420),Klay Thompson,27114420,SG/SF/F/G/UTIL,7500,GSW@MEM 03/18/2023 08:00PM ET,GSW,34.52
SF/PF,Scottie Barnes (27114425),Scottie Barnes,27114425,SF/PF/F/UTIL,7400,MIN@TOR 03/18/2023 07:00PM ET,TOR,35.12
C,Jakob Poeltl (27114429),Jakob Poeltl,27114429,C/UTIL,7300,MIN@TOR 03/18/2023 07:00PM ET,TOR,32.56
C,Rudy Gobert (27114431),Rudy Gobert,27114431,C/UTIL,7200,MIN@TOR 03/18/2023 07:00PM ET,MIN,34.08
SF/PF,Kyle Anderson (27114433),Kyle Anderson,27114433,SF/PF/F/UTIL,7100,MIN@TOR 03/18/2023 07:00PM ET,MIN,26.56
PG/SG,Tyler Herro (27114437),Tyler Herro,27114437,PG/SG/G/UTIL,7000,MIA@CHI 03/18/2023 08:00PM ET,MIA,36.5
PG/SG,Jordan Poole (27114441),Jordan Poole,27114441,PG/SG/G/UTIL,7000,GSW@MEM 03/18/2023 08:00PM ET,GSW,32.49
PG,Tyus Jones (27114447),Tyus Jones,27114447,PG/G/UTIL,6900,GSW@MEM 03/18/2023 08:00PM ET,MEM,23.24
C,Walker Kessler (27114445),Walker Kessler,27114445,C/UTIL,6900,BOS@UTA 03/18/2023 09:00PM ET,UTA,25.43
SG/SF,Talen Horton-Tucker (27114450),Talen Horton-Tucker,27114450,SG/SF/F/G/UTIL,6800,BOS@UTA 03/18/2023 09:00PM ET,UTA,19.43
SF,Buddy Hield (27114455),Buddy Hield,27114455,SF/F/UTIL,6700,PHI@IND 03/18/2023 07:00PM ET,IND,31.55
PG/SG,Tyrese Maxey (27114458),Tyrese Maxey,27114458,PG/SG/G/UTIL,6600,PHI@IND 03/18/2023 07:00PM ET,PHI,30.6
PG/SG,Andrew Nembhard (27114462),Andrew Nembhard,27114462,PG/SG/G/UTIL,6400,PHI@IND 03/18/2023 07:00PM ET,IND,20.05
SG,OG Anunoby (27114466),OG Anunoby,27114466,SG/G/UTIL,6300,MIN@TOR 03/18/2023 07:00PM ET,TOR,31.46
PF/C,Draymond Green (27114469),Draymond Green,27114469,PF/C/F/UTIL,6100,GSW@MEM 03/18/2023 08:00PM ET,GSW,30.37
PG,T.J. McConnell (27114473),T.J. McConnell,27114473,PG/G/UTIL,6100,PHI@IND 03/18/2023 07:00PM ET,IND,21.14
C,Steven Adams (27114476),Steven Adams,27114476,C/UTIL,6000,GSW@MEM 03/18/2023 08:00PM ET,MEM,29.99
SG/SF,Donte DiVincenzo (27114482),Donte DiVincenzo,27114482,SG/SF/F/G/UTIL,5900,GSW@MEM 03/18/2023 08:00PM ET,GSW,23.47
SF/PF,Andrew Wiggins (27114478),Andrew Wiggins,27114478,SF/PF/F/UTIL,5800,GSW@MEM 03/18/2023 08:00PM ET,GSW,31.46
PG,Malcolm Brogdon (27114487),Malcolm Brogdon,27114487,PG/G/UTIL,5800,BOS@UTA 03/18/2023 09:00PM ET,BOS,27.42
PG,Mike Conley (27114493),Mike Conley,27114493,PG/G/UTIL,5600,MIN@TOR 03/18/2023 07:00PM ET,MIN,27.94
PF,Al Horford (27114490),Al Horford,27114490,PF/F/UTIL,5600,BOS@UTA 03/18/2023 09:00PM ET,BOS,25.89
C,Kevon Looney (27114496),Kevon Looney,27114496,C/UTIL,5500,GSW@MEM 03/18/2023 08:00PM ET,GSW,24.68
PG/SG,Derrick White (27114498),Derrick White,27114498,PG/SG/G/UTIL,5500,BOS@UTA 03/18/2023 09:00PM ET,BOS,25.65
PF,Kelly Olynyk (27114502),Kelly Olynyk,27114502,PF/F/UTIL,5500,BOS@UTA 03/18/2023 09:00PM ET,UTA,26.57
C,Xavier Tillman (27114509),Xavier Tillman,27114509,C/UTIL,5400,GSW@MEM 03/18/2023 08:00PM ET,MEM,16.92
SF/PF,Jordan Nwora (27114505),Jordan Nwora,27114505,SF/PF/F/UTIL,5400,PHI@IND 03/18/2023 07:00PM ET,IND,14.96
SF/PF,Jaden McDaniels (27114534),Jaden McDaniels,27114534,SF/PF/F/UTIL,5300,MIN@TOR 03/18/2023 07:00PM ET,MIN,23.57
SG/SF,Bennedict Mathurin (27114517),Bennedict Mathurin,27114517,SG/SF/F/G/UTIL,5300,PHI@IND 03/18/2023 07:00PM ET,IND,24.97
PF,Aaron Nesmith (27114522),Aaron Nesmith,27114522,PF/F/UTIL,5300,PHI@IND 03/18/2023 07:00PM ET,IND,19.17
PG,Kris Dunn (27114511),Kris Dunn,27114511,PG/G/UTIL,5300,BOS@UTA 03/18/2023 09:00PM ET,UTA,28.53
PG,Marcus Smart (27114514),Marcus Smart,27114514,PG/G/UTIL,5300,BOS@UTA 03/18/2023 09:00PM ET,BOS,28.68
SG/SF,Gary Trent Jr. (27114529),Gary Trent Jr.,27114529,SG/SF/F/G/UTIL,5200,MIN@TOR 03/18/2023 07:00PM ET,TOR,27.86
SF/PF,Harrison Barnes (27114525),Harrison Barnes,27114525,SF/PF/F/UTIL,5200,SAC@WAS 03/18/2023 08:00PM ET,SAC,25.19
PF/C,Jonathan Kuminga (27114550),Jonathan Kuminga,27114550,PF/C/F/UTIL,5100,GSW@MEM 03/18/2023 08:00PM ET,GSW,17.71
SG/SF,Kevin Huerter (27114545),Kevin Huerter,27114545,SG/SF/F/G/UTIL,5100,SAC@WAS 03/18/2023 08:00PM ET,SAC,26.8
SF/PF,Tobias Harris (27114541),Tobias Harris,27114541,SF/PF/F/UTIL,5100,PHI@IND 03/18/2023 07:00PM ET,PHI,29.08
PF/C,Naz Reid (27114559),Naz Reid,27114559,PF/C/F/UTIL,5000,MIN@TOR 03/18/2023 07:00PM ET,MIN,21.31
SF,Dillon Brooks (27114538),Dillon Brooks,27114538,SF/F/UTIL,5000,GSW@MEM 03/18/2023 08:00PM ET,MEM,24.55
SG/SF,Chris Duarte (27114554),Chris Duarte,27114554,SG/SF/F/G/UTIL,4900,PHI@IND 03/18/2023 07:00PM ET,IND,14.97
PF/C,Jalen Smith (27114563),Jalen Smith,27114563,PF/C/F/UTIL,4900,PHI@IND 03/18/2023 07:00PM ET,IND,20.21
C,Daniel Gafford (27114569),Daniel Gafford,27114569,C/UTIL,4800,SAC@WAS 03/18/2023 08:00PM ET,WAS,19.76
C,Robert Williams (27114567),Robert Williams,27114567,C/UTIL,4800,BOS@UTA 03/18/2023 09:00PM ET,BOS,24.72
SG,Malik Monk (27114571),Malik Monk,27114571,SG/G/UTIL,4700,SAC@WAS 03/18/2023 08:00PM ET,SAC,24.5
PG,Monte Morris (27114577),Monte Morris,27114577,PG/G/UTIL,4700,SAC@WAS 03/18/2023 08:00PM ET,WAS,24.38
C,Isaiah Jackson (27114580),Isaiah Jackson,27114580,C/UTIL,4700,PHI@IND 03/18/2023 07:00PM ET,IND,16.53
PG,Collin Sexton (27114574),Collin Sexton,27114574,PG/G/UTIL,4700,BOS@UTA 03/18/2023 09:00PM ET,UTA,22.38
PG/SG,Patrick Beverley (27114582),Patrick Beverley,27114582,PG/SG/G/UTIL,4600,MIA@CHI 03/18/2023 08:00PM ET,CHI,18.34
PG,Delon Wright (27114586),Delon Wright,27114586,PG/G/UTIL,4600,SAC@WAS 03/18/2023 08:00PM ET,WAS,21.44
SF/PF,Deni Avdija (27114606),Deni Avdija,27114606,SF/PF/F/UTIL,4600,SAC@WAS 03/18/2023 08:00PM ET,WAS,22.42
SF/PF,Caleb Martin (27114591),Caleb Martin,27114591,SF/PF/F/UTIL,4400,MIA@CHI 03/18/2023 08:00PM ET,MIA,21.73
C,Montrezl Harrell (27114589),Montrezl Harrell,27114589,C/UTIL,4400,PHI@IND 03/18/2023 07:00PM ET,PHI,11.2
PG,Kyle Lowry (27114595),Kyle Lowry,27114595,PG/G/UTIL,4300,MIA@CHI 03/18/2023 08:00PM ET,MIA,27.98
PF,Keegan Murray (27114598),Keegan Murray,27114598,PF/F/UTIL,4300,SAC@WAS 03/18/2023 08:00PM ET,SAC,22.49
SG/SF,Corey Kispert (27114601),Corey Kispert,27114601,SG/SF/F/G/UTIL,4300,SAC@WAS 03/18/2023 08:00PM ET,WAS,16.81
SG/SF,De'Anthony Melton (27114610),De'Anthony Melton,27114610,SG/SF/F/G/UTIL,4200,PHI@IND 03/18/2023 07:00PM ET,PHI,23.8
PG/SG,Victor Oladipo (27114619),Victor Oladipo,27114619,PG/SG/G/UTIL,4100,MIA@CHI 03/18/2023 08:00PM ET,MIA,22.51
PF/C,Santi Aldama (27114615),Santi Aldama,27114615,PF/C/F/UTIL,4100,GSW@MEM 03/18/2023 08:00PM ET,MEM,19.69
SG/SF,Max Strus (27114627),Max Strus,27114627,SG/SF/F/G/UTIL,4000,MIA@CHI 03/18/2023 08:00PM ET,MIA,21.5
PF/C,Trey Lyles (27114632),Trey Lyles,27114632,PF/C/F/UTIL,4000,SAC@WAS 03/18/2023 08:00PM ET,SAC,16.15
PG/SG,George Hill (27114623),George Hill,27114623,PG/SG/G/UTIL,4000,PHI@IND 03/18/2023 07:00PM ET,IND,12.48
SF/PF,Taurean Prince (27114659),Taurean Prince,27114659,SF/PF/F/UTIL,3900,MIN@TOR 03/18/2023 07:00PM ET,MIN,15.59
SF/PF,Kessler Edwards (27114655),Kessler Edwards,27114655,SF/PF/F/UTIL,3900,SAC@WAS 03/18/2023 08:00PM ET,SAC,4.9
SF/PF,Patrick Williams (27114647),Patrick Williams,27114647,SF/PF/F/UTIL,3800,MIA@CHI 03/18/2023 08:00PM ET,CHI,20.61
SF/PF,Grant Williams (27114651),Grant Williams,27114651,SF/PF/F/UTIL,3800,BOS@UTA 03/18/2023 09:00PM ET,BOS,18.68
PF,Kevin Love (27114636),Kevin Love,27114636,PF/F/UTIL,3700,MIA@CHI 03/18/2023 08:00PM ET,MIA,20.75
PG/SG,Gabe Vincent (27114663),Gabe Vincent,27114663,PG/SG/G/UTIL,3700,MIA@CHI 03/18/2023 08:00PM ET,MIA,18.04
C,Nathan Knight (27114667),Nathan Knight,27114667,C/UTIL,3700,MIN@TOR 03/18/2023 07:00PM ET,MIN,6.86
SF/PF,Simone Fontecchio (27114643),Simone Fontecchio,27114643,SF/PF/F/UTIL,3700,BOS@UTA 03/18/2023 09:00PM ET,UTA,8.83
PG/SG,Nickeil Alexander-Walker (27114669),Nickeil Alexander-Walker,27114669,PG/SG/G/UTIL,3600,MIN@TOR 03/18/2023 07:00PM ET,MIN,13.8
SF/PF,David Roddy (27114639),David Roddy,27114639,SF/PF/F/UTIL,3600,GSW@MEM 03/18/2023 08:00PM ET,MEM,12.25
PG,Ty Jerome (27114673),Ty Jerome,27114673,PG/G/UTIL,3600,GSW@MEM 03/18/2023 08:00PM ET,GSW,15.17
PG/SG,Coby White (27114683),Coby White,27114683,PG/SG/G/UTIL,3500,MIA@CHI 03/18/2023 08:00PM ET,CHI,17.47
SG,Jaylen Nowell (27114687),Jaylen Nowell,27114687,SG/G/UTIL,3500,MIN@TOR 03/18/2023 07:00PM ET,MIN,18.68
C,JaMychal Green (27114676),JaMychal Green,27114676,C/UTIL,3500,GSW@MEM 03/18/2023 08:00PM ET,GSW,14.24
PF,Oshae Brissett (27114694),Oshae Brissett,27114694,PF/F/UTIL,3500,PHI@IND 03/18/2023 07:00PM ET,IND,12.47
SG/SF,Ochai Agbaji (27114678),Ochai Agbaji,27114678,SG/SF/F/G/UTIL,3500,BOS@UTA 03/18/2023 09:00PM ET,UTA,10.29
PG/SG,Alex Caruso (27114690),Alex Caruso,27114690,PG/SG/G/UTIL,3400,MIA@CHI 03/18/2023 08:00PM ET,CHI,18.25
SF/PF,Haywood Highsmith (27114706),Haywood Highsmith,27114706,SF/PF/F/UTIL,3400,MIA@CHI 03/18/2023 08:00PM ET,MIA,12.55
PG,Jordan McLaughlin (27114710),Jordan McLaughlin,27114710,PG/G/UTIL,3400,MIN@TOR 03/18/2023 07:00PM ET,MIN,11.99
SG/SF,Luke Kennard (27114701),Luke Kennard,27114701,SG/SF/F/G/UTIL,3400,GSW@MEM 03/18/2023 08:00PM ET,MEM,14.47
SG/SF,Moses Moody (27114902),Moses Moody,27114902,SG/SF/F/G/UTIL,3400,GSW@MEM 03/18/2023 08:00PM ET,GSW,8.64
PG/SG,Shake Milton (27114697),Shake Milton,27114697,PG/SG/G/UTIL,3400,PHI@IND 03/18/2023 07:00PM ET,PHI,16.62
SG/SF,John Konchar (27114723),John Konchar,27114723,SG/SF/F/G/UTIL,3300,GSW@MEM 03/18/2023 08:00PM ET,MEM,15.62
PG/SG,Davion Mitchell (27114716),Davion Mitchell,27114716,PG/SG/G/UTIL,3300,SAC@WAS 03/18/2023 08:00PM ET,SAC,11.76
SG,Johnny Davis (27114730),Johnny Davis,27114730,SG/G/UTIL,3300,SAC@WAS 03/18/2023 08:00PM ET,WAS,3.7
PF,P.J. Tucker (27114720),P.J. Tucker,27114720,PF/F/UTIL,3300,PHI@IND 03/18/2023 07:00PM ET,PHI,11.28
C,Blake Griffin (27114728),Blake Griffin,27114728,C/UTIL,3300,BOS@UTA 03/18/2023 09:00PM ET,BOS,12.14
PG,Ayo Dosunmu (27114735),Ayo Dosunmu,27114735,PG/G/UTIL,3200,MIA@CHI 03/18/2023 08:00PM ET,CHI,18.37
PF,Chris Boucher (27114713),Chris Boucher,27114713,PF/F/UTIL,3200,MIN@TOR 03/18/2023 07:00PM ET,TOR,20.4
C,Luka Garza (27114733),Luka Garza,27114733,C/UTIL,3200,MIN@TOR 03/18/2023 07:00PM ET,MIN,11.52
SF,Precious Achiuwa (27114738),Precious Achiuwa,27114738,SF/F/UTIL,3200,MIN@TOR 03/18/2023 07:00PM ET,TOR,20.59
PF,Georges Niang (27114755),Georges Niang,27114755,PF/F/UTIL,3200,PHI@IND 03/18/2023 07:00PM ET,PHI,14.63
C,Andre Drummond (27114749),Andre Drummond,27114749,C/UTIL,3100,MIA@CHI 03/18/2023 08:00PM ET,CHI,16.77
PF/C,Marko Simonovic (27114751),Marko Simonovic,27114751,PF/C/F/UTIL,3100,MIA@CHI 03/18/2023 08:00PM ET,CHI,0
SG/SF,Will Barton (27114758),Will Barton,27114758,SG/SF/F/G/UTIL,3100,MIN@TOR 03/18/2023 07:00PM ET,TOR,14.71
C,Christian Koloko (27114763),Christian Koloko,27114763,C/UTIL,3100,MIN@TOR 03/18/2023 07:00PM ET,TOR,10.32
PG,Jordan Goodwin (27114765),Jordan Goodwin,27114765,PG/G/UTIL,3100,SAC@WAS 03/18/2023 08:00PM ET,WAS,15.6
SG/SF,Sam Hauser (27114741),Sam Hauser,27114741,SG/SF/F/G/UTIL,3100,BOS@UTA 03/18/2023 09:00PM ET,BOS,12.18
PF,Rudy Gay (27114746),Rudy Gay,27114746,PF/F/UTIL,3100,BOS@UTA 03/18/2023 09:00PM ET,UTA,11.6
PF/C,Derrick Jones Jr. (27114817),Derrick Jones Jr.,27114817,PF/C/F/UTIL,3000,MIA@CHI 03/18/2023 08:00PM ET,CHI,10.68
PG,Carlik Jones (27114821),Carlik Jones,27114821,PG/G/UTIL,3000,MIA@CHI 03/18/2023 08:00PM ET,CHI,4.62
PF/C,Terry Taylor (27114824),Terry Taylor,27114824,PF/C/F/UTIL,3000,MIA@CHI 03/18/2023 08:00PM ET,CHI,5.37
SF,Dalen Terry (27114828),Dalen Terry,27114828,SF/F/UTIL,3000,MIA@CHI 03/18/2023 08:00PM ET,CHI,4.03
SF/PF,Javonte Green (27114831),Javonte Green,27114831,SF/PF/F/UTIL,3000,MIA@CHI 03/18/2023 08:00PM ET,CHI,13.62
PG,Lonzo Ball (27114835),Lonzo Ball,27114835,PG/G/UTIL,3000,MIA@CHI 03/18/2023 08:00PM ET,CHI,0
PF,Justin Lewis (27114838),Justin Lewis,27114838,PF/F/UTIL,3000,MIA@CHI 03/18/2023 08:00PM ET,CHI,0
C,Udonis Haslem (27114922),Udonis Haslem,27114922,C/UTIL,3000,MIA@CHI 03/18/2023 08:00PM ET,MIA,2.83
PF,Duncan Robinson (27114924),Duncan Robinson,27114924,PF/F/UTIL,3000,MIA@CHI 03/18/2023 08:00PM ET,MIA,11.67
SG,Jamal Cain (27114927),Jamal Cain,27114927,SG/G/UTIL,3000,MIA@CHI 03/18/2023 08:00PM ET,MIA,9.55
C,Orlando Robinson (27114930),Orlando Robinson,27114930,C/UTIL,3000,MIA@CHI 03/18/2023 08:00PM ET,MIA,11.47
C,Omer Yurtseven (27114932),Omer Yurtseven,27114932,C/UTIL,3000,MIA@CHI 03/18/2023 08:00PM ET,MIA,5.08
C,Nikola Jovic (27114934),Nikola Jovic,27114934,C/UTIL,3000,MIA@CHI 03/18/2023 08:00PM ET,MIA,10.18
C,Cody Zeller (27114936),Cody Zeller,27114936,C/UTIL,3000,MIA@CHI 03/18/2023 08:00PM ET,MIA,10.78
PF,Thaddeus Young (27114768),Thaddeus Young,27114768,PF/F/UTIL,3000,MIN@TOR 03/18/2023 07:00PM ET,TOR,12.22
PG/SG,Jeff Dowtin (27114850),Jeff Dowtin,27114850,PG/SG/G/UTIL,3000,MIN@TOR 03/18/2023 07:00PM ET,TOR,5.54
PG,Malachi Flynn (27114854),Malachi Flynn,27114854,PG/G/UTIL,3000,MIN@TOR 03/18/2023 07:00PM ET,TOR,9.77
PG/SG,Joe Wieskamp (27114857),Joe Wieskamp,27114857,PG/SG/G/UTIL,3000,MIN@TOR 03/18/2023 07:00PM ET,TOR,3.5
PF,Otto Porter Jr. (27114861),Otto Porter Jr.,27114861,PF/F/UTIL,3000,MIN@TOR 03/18/2023 07:00PM ET,TOR,12.84
PF,Ron Harper Jr. (27114864),Ron Harper Jr.,27114864,PF/F/UTIL,3000,MIN@TOR 03/18/2023 07:00PM ET,TOR,3.38
PG/SG,Dalano Banton (27114867),Dalano Banton,27114867,PG/SG/G/UTIL,3000,MIN@TOR 03/18/2023 07:00PM ET,TOR,9.52
SG,Josh Minott (27114952),Josh Minott,27114952,SG/G/UTIL,3000,MIN@TOR 03/18/2023 07:00PM ET,MIN,7.12
SG/SF,Wendell Moore Jr. (27114955),Wendell Moore Jr.,27114955,SG/SF/F/G/UTIL,3000,MIN@TOR 03/18/2023 07:00PM ET,MIN,4.08
SG/SF,Matt Ryan (27114960),Matt Ryan,27114960,SG/SF/F/G/UTIL,3000,MIN@TOR 03/18/2023 07:00PM ET,MIN,6.26
PG/SG,Austin Rivers (27114965),Austin Rivers,27114965,PG/SG/G/UTIL,3000,MIN@TOR 03/18/2023 07:00PM ET,MIN,10.69
C,Kenneth Lofton Jr. (27114799),Kenneth Lofton Jr.,27114799,C/UTIL,3000,GSW@MEM 03/18/2023 08:00PM ET,MEM,5.83
SG/SF,Ziaire Williams (27114801),Ziaire Williams,27114801,SG/SF/F/G/UTIL,3000,GSW@MEM 03/18/2023 08:00PM ET,MEM,9.72
PG,Kennedy Chandler (27114806),Kennedy Chandler,27114806,PG/G/UTIL,3000,GSW@MEM 03/18/2023 08:00PM ET,MEM,6.87
C,Brandon Clarke (27114809),Brandon Clarke,27114809,C/UTIL,3000,GSW@MEM 03/18/2023 08:00PM ET,MEM,21.03
PF,Jake LaRavia (27114811),Jake LaRavia,27114811,PF/F/UTIL,3000,GSW@MEM 03/18/2023 08:00PM ET,MEM,7.48
SG,Vince Williams Jr. (27114814),Vince Williams Jr.,27114814,SG/G/UTIL,3000,GSW@MEM 03/18/2023 08:00PM ET,MEM,3.07
PF,Anthony Lamb (27114907),Anthony Lamb,27114907,PF/F/UTIL,3000,GSW@MEM 03/18/2023 08:00PM ET,GSW,15.7
PF,Patrick Baldwin Jr. (27114910),Patrick Baldwin Jr.,27114910,PF/F/UTIL,3000,GSW@MEM 03/18/2023 08:00PM ET,GSW,7.93
SF,Andre Iguodala (27114913),Andre Iguodala,27114913,SF/F/UTIL,3000,GSW@MEM 03/18/2023 08:00PM ET,GSW,9.59
PG,Gary Payton II (27114916),Gary Payton II,27114916,PG/G/UTIL,3000,GSW@MEM 03/18/2023 08:00PM ET,GSW,11.68
PG,Ryan Rollins (27114919),Ryan Rollins,27114919,PG/G/UTIL,3000,GSW@MEM 03/18/2023 08:00PM ET,GSW,3.71
PG/SG,Kendrick Nunn (27114871),Kendrick Nunn,27114871,PG/SG/G/UTIL,3000,SAC@WAS 03/18/2023 08:00PM ET,WAS,11.02
SF/PF,Anthony Gill (27114875),Anthony Gill,27114875,SF/PF/F/UTIL,3000,SAC@WAS 03/18/2023 08:00PM ET,WAS,6.16
PG,Quenton Jackson (27114879),Quenton Jackson,27114879,PG/G/UTIL,3000,SAC@WAS 03/18/2023 08:00PM ET,WAS,2.75
PF/C,Isaiah Todd (27114882),Isaiah Todd,27114882,PF/C/F/UTIL,3000,SAC@WAS 03/18/2023 08:00PM ET,WAS,0.5
C,Taj Gibson (27114886),Taj Gibson,27114886,C/UTIL,3000,SAC@WAS 03/18/2023 08:00PM ET,WAS,7.83
C,Jay Huff (27114888),Jay Huff,27114888,C/UTIL,3000,SAC@WAS 03/18/2023 08:00PM ET,WAS,-1
SG/SF,PJ Dozier (27114969),PJ Dozier,27114969,SG/SF/F/G/UTIL,3000,SAC@WAS 03/18/2023 08:00PM ET,SAC,1.91
PG,Matthew Dellavedova (27114974),Matthew Dellavedova,27114974,PG/G/UTIL,3000,SAC@WAS 03/18/2023 08:00PM ET,SAC,4.27
C,Alex Len (27114977),Alex Len,27114977,C/UTIL,3000,SAC@WAS 03/18/2023 08:00PM ET,SAC,2.18
SG/SF,Terence Davis (27114979),Terence Davis,27114979,SG/SF/F/G/UTIL,3000,SAC@WAS 03/18/2023 08:00PM ET,SAC,13.05
PG,Keon Ellis (27114984),Keon Ellis,27114984,PG/G/UTIL,3000,SAC@WAS 03/18/2023 08:00PM ET,SAC,4.02
C,Neemias Queta (27114987),Neemias Queta,27114987,C/UTIL,3000,SAC@WAS 03/18/2023 08:00PM ET,SAC,6.56
C,Chimezie Metu (27114989),Chimezie Metu,27114989,C/UTIL,3000,SAC@WAS 03/18/2023 08:00PM ET,SAC,10.91
C,Richaun Holmes (27114991),Richaun Holmes,27114991,C/UTIL,3000,SAC@WAS 03/18/2023 08:00PM ET,SAC,6.62
SG,Furkan Korkmaz (27114771),Furkan Korkmaz,27114771,SG/G/UTIL,3000,PHI@IND 03/18/2023 07:00PM ET,PHI,6.57
C,Paul Reed (27114781),Paul Reed,27114781,C/UTIL,3000,PHI@IND 03/18/2023 07:00PM ET,PHI,10.76
SF/PF,Jalen McDaniels (27114783),Jalen McDaniels,27114783,SF/PF/F/UTIL,3000,PHI@IND 03/18/2023 07:00PM ET,PHI,20.94
PF/C,James Johnson (27114841),James Johnson,27114841,PF/C/F/UTIL,3000,PHI@IND 03/18/2023 07:00PM ET,IND,6.8
C,Daniel Theis (27114845),Daniel Theis,27114845,C/UTIL,3000,PHI@IND 03/18/2023 07:00PM ET,IND,15.07
PG,Trevelin Queen (27114847),Trevelin Queen,27114847,PG/G/UTIL,3000,PHI@IND 03/18/2023 07:00PM ET,IND,8.96
SF,Danuel House Jr. (27114938),Danuel House Jr.,27114938,SF/F/UTIL,3000,PHI@IND 03/18/2023 07:00PM ET,PHI,8.36
PF,Louis King (27114941),Louis King,27114941,PF/F/UTIL,3000,PHI@IND 03/18/2023 07:00PM ET,PHI,0
PG,Mac McClung (27114944),Mac McClung,27114944,PG/G/UTIL,3000,PHI@IND 03/18/2023 07:00PM ET,PHI,0
C,Dewayne Dedmon (27114947),Dewayne Dedmon,27114947,C/UTIL,3000,PHI@IND 03/18/2023 07:00PM ET,PHI,12.04
SG,Jaden Springer (27114949),Jaden Springer,27114949,SG/G/UTIL,3000,PHI@IND 03/18/2023 07:00PM ET,PHI,5.22
